Points:0,Points:1,Points:2,vtkOriginalIndices
0.406473,-1.77963,0,1794
0.398485,-1.58847,0,1795
0.390498,-1.39732,0,1796
0.383085,-1.21992,0,1797
0.376583,-1.06431,0,1798
0.370879,-0.927805,0,1799
0.365876,-0.808065,0,1800
0.361487,-0.70303,0,1801
0.357637,-0.610894,0,1802
0.35426,-0.530074,0,1803
0.351298,-0.459178,0,1804
0.348699,-0.396989,0,1805
0.346419,-0.342437,0,1806
0.34442,-0.294585,0,1807
0.342666,-0.252609,0,1808
0.341127,-0.215788,0,1809
0.339778,-0.183489,0,1810
0.338594,-0.155156,0,1811
0.337555,-0.130303,0,1812
0.336644,-0.108502,0,1813
0.335845,-0.0893788,0,1814
0.335144,-0.0726037,0,1815
0.33453,-0.0578887,0,1816
0.33399,-0.0449808,0,1817
0.333517,-0.0336581,0,1818
0.333102,-0.0237259,0,1819
0.433411,-3.5,0,1820
0.426537,-3.30889,0,1821
0.419663,-3.11779,0,1822
0.412789,-2.92668,0,1823
0.405915,-2.73558,0,1824
0.399041,-2.54447,0,1825
0.392167,-2.35337,0,1826
0.385293,-2.16226,0,1827
0.378419,-1.97116,0,1828
0.371545,-1.78005,0,1829
0.364671,-1.58895,0,1830
0.357797,-1.39784,0,1831
0.351418,-1.22049,0,1832
0.345822,-1.06491,0,1833
0.340913,-0.928443,0,1834
0.336607,-0.808733,0,1835
0.33283,-0.703724,0,1836
0.329516,-0.611612,0,1837
0.32661,-0.530811,0,1838
0.324061,-0.459933,0,1839
0.321824,-0.397759,0,1840
0.319863,-0.343221,0,1841
0.318142,-0.29538,0,1842
0.316632,-0.253415,0,1843
0.315308,-0.216603,0,1844
0.314147,-0.184312,0,1845
0.313128,-0.155987,0,1846
0.312234,-0.13114,0,1847
0.31145,-0.109344,0,1848
0.310762,-0.0902254,0,1849
0.310159,-0.0734545,0,1850
0.30963,-0.0587431,0,1851
0.309166,-0.0458384,0,1852
0.308759,-0.0345185,0,1853
0.308401,-0.0245888,0,1854
0.38713,-3.5,0,1855
0.381442,-3.30894,0,1856
0.375755,-3.11788,0,1857
0.370068,-2.92682,0,1858
0.36438,-2.73576,0,1859
0.358693,-2.5447,0,1860
0.353006,-2.35365,0,1861
0.347318,-2.16259,0,1862
0.341631,-1.97153,0,1863
0.335943,-1.78047,0,1864
0.330256,-1.58941,0,1865
0.324569,-1.39835,0,1866
0.319291,-1.22104,0,1867
0.314661,-1.0655,0,1868
0.310599,-0.929063,0,1869
0.307037,-0.809382,0,1870
0.303911,-0.704398,0,1871
0.30117,-0.612307,0,1872
0.298765,-0.531526,0,1873
0.296656,-0.460665,0,1874
0.294806,-0.398507,0,1875
0.293183,-0.343981,0,1876
0.291759,-0.296152,0,1877
0.29051,-0.254197,0,1878
0.289414,-0.217394,0,1879
0.288453,-0.185111,0,1880
0.28761,-0.156792,0,1881
0.286871,-0.131951,0,1882
0.286222,-0.110161,0,1883
0.285653,-0.0910468,0,1884
0.285154,-0.0742799,0,1885
0.284716,-0.0595721,0,1886
0.284332,-0.0466705,0,1887
0.283996,-0.0353533,0,1888
0.2837,-0.025426,0,1889
0.339228,-3.5,0,1890
0.334816,-3.30899,0,1891
0.330405,-3.11797,0,1892
0.325993,-2.92696,0,1893
0.321581,-2.73594,0,1894
0.31717,-2.54493,0,1895
0.312758,-2.35391,0,1896
0.308346,-2.1629,0,1897
0.303935,-1.97188,0,1898
0.299523,-1.78087,0,1899
0.295111,-1.58985,0,1900
0.2907,-1.39884,0,1901
0.286605,-1.22157,0,1902
0.283014,-1.06607,0,1903
0.279864,-0.929663,0,1904
0.2771,-0.81001,0,1905
0.274676,-0.705051,0,1906
0.272549,-0.612981,0,1907
0.270684,-0.532219,0,1908
0.269048,-0.461375,0,1909
0.267613,-0.39923,0,1910
0.266354,-0.344718,0,1911
0.265249,-0.2969,0,1912
0.26428,-0.254955,0,1913
0.263431,-0.21816,0,1914
0.262685,-0.185885,0,1915
0.262031,-0.157573,0,1916
0.261458,-0.132737,0,1917
0.260955,-0.110952,0,1918
0.260513,-0.0918425,0,1919
0.260126,-0.0750795,0,1920
0.259786,-0.0603751,0,1921
0.259489,-0.0474765,0,1922
0.259227,-0.036162,0,1923
0.258998,-0.0262369,0,1924
0.28937,-3.5,0,1925
0.286342,-3.30903,0,1926
0.283313,-3.11805,0,1927
0.280285,-2.92708,0,1928
0.277256,-2.73611,0,1929
0.274228,-2.54513,0,1930
0.271199,-2.35416,0,1931
0.268171,-2.16319,0,1932
0.265142,-1.97221,0,1933
0.262114,-1.78124,0,1934
0.259085,-1.59027,0,1935
0.256057,-1.39929,0,1936
0.253246,-1.22206,0,1937
0.250781,-1.06659,0,1938
0.248618,-0.930218,0,1939
0.246721,-0.810591,0,1940
0.245057,-0.705655,0,1941
0.243597,-0.613605,0,1942
0.242317,-0.53286,0,1943
0.241194,-0.462031,0,1944
0.240208,-0.399901,0,1945
0.239344,-0.3454,0,1946
0.238586,-0.297592,0,1947
0.237921,-0.255656,0,1948
0.237337,-0.21887,0,1949
0.236826,-0.186601,0,1950
0.236377,-0.158295,0,1951
0.235983,-0.133465,0,1952
0.235638,-0.111685,0,1953
0.235335,-0.0925791,0,1954
0.235069,-0.0758198,0,1955
0.234836,-0.0611186,0,1956
0.234631,-0.0482228,0,1957
0.234452,-0.0369107,0,1958
0.234294,-0.0269878,0,1959
0.237163,-3.5,0,1960
0.235654,-3.30906,0,1961
0.234144,-3.11812,0,1962
0.232635,-2.92719,0,1963
0.231125,-2.73625,0,1964
0.229615,-2.54531,0,1965
0.228106,-2.35437,0,1966
0.226596,-2.16343,0,1967
0.225086,-1.9725,0,1968
0.223577,-1.78156,0,1969
0.222067,-1.59062,0,1970
0.220557,-1.39968,0,1971
0.219156,-1.22248,0,1972
0.217927,-1.06704,0,1973
0.216849,-0.930691,0,1974
0.215904,-0.811086,0,1975
0.215074,-0.706169,0,1976
0.214347,-0.614136,0,1977
0.213708,-0.533406,0,1978
0.213148,-0.46259,0,1979
0.212657,-0.400471,0,1980
0.212226,-0.34598,0,1981
0.211848,-0.298182,0,1982
0.211517,-0.256253,0,1983
0.211226,-0.219473,0,1984
0.210971,-0.187211,0,1985
0.210747,-0.15891,0,1986
0.210551,-0.134085,0,1987
0.210379,-0.112308,0,1988
0.210228,-0.0932061,0,1989
0.210095,-0.0764498,0,1990
0.209979,-0.0617513,0,1991
0.209877,-0.0488579,0,1992
0.209788,-0.0375478,0,1993
0.209709,-0.0276268,0,1994
0.182145,-3.5,0,1995
0.182431,-3.30909,0,1996
0.182718,-3.11817,0,1997
0.183005,-2.92726,0,1998
0.183291,-2.73635,0,1999
0.183578,-2.54543,0,2000
0.183864,-2.35452,0,2001
0.184151,-2.1636,0,2002
0.184438,-1.97269,0,2003
0.184724,-1.78178,0,2004
0.185011,-1.59086,0,2005
0.185297,-1.39995,0,2006
0.185563,-1.22277,0,2007
0.185797,-1.06735,0,2008
0.186001,-0.93102,0,2009
0.186181,-0.81143,0,2010
0.186338,-0.706526,0,2011
0.186477,-0.614506,0,2012
0.186598,-0.533786,0,2013
0.186704,-0.462979,0,2014
0.186797,-0.400867,0,2015
0.186879,-0.346384,0,2016
0.186951,-0.298591,0,2017
0.187014,-0.256668,0,2018
0.187069,-0.219893,0,2019
0.187117,-0.187634,0,2020
0.18716,-0.159337,0,2021
0.187197,-0.134515,0,2022
0.18723,-0.112742,0,2023
0.187259,-0.0936418,0,2024
0.187284,-0.0768876,0,2025
0.187306,-0.062191,0,2026
0.187325,-0.0492993,0,2027
0.187342,-0.0379907,0,2028
0.187357,-0.0280709,0,2029
0.123762,-3.5,0,2030
0.126141,-3.3091,0,2031
0.12852,-3.1182,0,2032
0.130899,-2.9273,0,2033
0.133278,-2.7364,0,2034
0.135657,-2.5455,0,2035
0.138037,-2.3546,0,2036
0.140416,-2.1637,0,2037
0.142795,-1.9728,0,2038
0.145174,-1.7819,0,2039
0.147553,-1.59101,0,2040
0.149932,-1.40011,0,2041
0.15214,-1.22294,0,2042
0.154077,-1.06753,0,2043
0.155776,-0.931211,0,2044
0.157266,-0.81163,0,2045
0.158573,-0.706734,0,2046
0.15972,-0.614721,0,2047
0.160726,-0.534007,0,2048
0.161608,-0.463205,0,2049
0.162382,-0.401098,0,2050
0.163061,-0.346619,0,2051
0.163657,-0.29883,0,2052
0.164179,-0.25691,0,2053
0.164638,-0.220137,0,2054
0.16504,-0.187881,0,2055
0.165392,-0.159586,0,2056
0.165702,-0.134766,0,2057
0.165973,-0.112994,0,2058
0.166211,-0.0938957,0,2059
0.16642,-0.0771428,0,2060
0.166603,-0.0624473,0,2061
0.166764,-0.0495565,0,2062
0.166904,-0.0382487,0,2063
0.167028,-0.0283297,0,2064
0.0613635,-3.5,0,2065
0.0661582,-3.3091,0,2066
0.0709528,-3.11821,0,2067
0.0757474,-2.92731,0,2068
0.0805419,-2.73641,0,2069
0.0853365,-2.54552,0,2070
0.090131,-2.35462,0,2071
0.0949256,-2.16372,0,2072
0.0997202,-1.97283,0,2073
0.104515,-1.78193,0,2074
0.109309,-1.59104,0,2075
0.114104,-1.40014,0,2076
0.118553,-1.22298,0,2077
0.122457,-1.06757,0,2078
0.12588,-0.931251,0,2079
0.128884,-0.811672,0,2080
0.131518,-0.706778,0,2081
0.133829,-0.614766,0,2082
0.135857,-0.534053,0,2083
0.137635,-0.463252,0,2084
0.139195,-0.401147,0,2085
0.140563,-0.346668,0,2086
0.141763,-0.29888,0,2087
0.142816,-0.25696,0,2088
0.14374,-0.220189,0,2089
0.14455,-0.187933,0,2090
0.14526,-0.159638,0,2091
0.145884,-0.134819,0,2092
0.146431,-0.113047,0,2093
0.14691,-0.0939488,0,2094
0.147331,-0.0771962,0,2095
0.1477,-0.0625009,0,2096
0.148024,-0.0496103,0,2097
0.148308,-0.0383027,0,2098
0.148557,-0.0283838,0,2099
-0.00587941,-3.49987,0,2100
0.00168929,-3.30897,0,2101
0.0092578,-3.11807,0,2102
0.0168263,-2.92718,0,2103
0.0243948,-2.73628,0,2104
0.0319633,-2.54538,0,2105
0.0395318,-2.35449,0,2106
0.0471003,-2.16359,0,2107
0.0546688,-1.97269,0,2108
0.0622373,-1.78179,0,2109
0.0698059,-1.5909,0,2110
0.0773744,-1.4,0,2111
0.0843983,-1.22284,0,2112
0.0905597,-1.06743,0,2113
0.0959644,-0.93111,0,2114
0.100705,-0.81153,0,2115
0.104864,-0.706636,0,2116
0.108512,-0.614623,0,2117
0.111712,-0.53391,0,2118
0.114519,-0.463109,0,2119
0.116982,-0.401003,0,2120
0.119142,-0.346524,0,2121
0.121036,-0.298736,0,2122
0.122698,-0.256816,0,2123
0.124156,-0.220044,0,2124
0.125435,-0.187789,0,2125
0.126557,-0.159494,0,2126
0.127541,-0.134674,0,2127
0.128404,-0.112902,0,2128
0.129161,-0.0938042,0,2129
0.129825,-0.0770515,0,2130
0.130408,-0.0623562,0,2131
0.130919,-0.0494655,0,2132
0.131367,-0.0381579,0,2133
0.13176,-0.028239,0,2134
-0.0788734,-3.49824,0,2135
-0.068131,-3.30742,0,2136
-0.0573888,-3.1166,0,2137
-0.0466466,-2.92577,0,2138
-0.0359044,-2.73495,0,2139
-0.0251622,-2.54413,0,2140
-0.01442,-2.3533,0,2141
-0.00367779,-2.16248,0,2142
0.00706442,-1.97166,0,2143
0.0178066,-1.78084,0,2144
0.0285488,-1.59001,0,2145
0.039291,-1.39919,0,2146
0.0492604,-1.2221,0,2147
0.0580054,-1.06675,0,2148
0.0656765,-0.930485,0,2149
0.0724055,-0.810952,0,2150
0.0783081,-0.706098,0,2151
0.0834859,-0.614121,0,2152
0.0880278,-0.53344,0,2153
0.0920119,-0.462667,0,2154
0.0955067,-0.400585,0,2155
0.0985724,-0.346127,0,2156
0.101262,-0.298357,0,2157
0.10362,-0.256454,0,2158
0.10569,-0.219697,0,2159
0.107505,-0.187453,0,2160
0.109097,-0.15917,0,2161
0.110494,-0.13436,0,2162
0.111719,-0.112596,0,2163
0.112794,-0.0935057,0,2164
0.113736,-0.0767595,0,2165
0.114563,-0.0620699,0,2166
0.115289,-0.0491843,0,2167
0.115925,-0.0378811,0,2168
0.116483,-0.027966,0,2169
-0.158898,-3.49633,0,2170
-0.144527,-3.30559,0,2171
-0.130155,-3.11485,0,2172
-0.115783,-2.92411,0,2173
-0.101411,-2.73338,0,2174
-0.0870396,-2.54264,0,2175
-0.0726678,-2.3519,0,2176
-0.0582961,-2.16116,0,2177
-0.0439244,-1.97042,0,2178
-0.0295526,-1.77968,0,2179
-0.0151809,-1.58895,0,2180
-0.000809162,-1.39821,0,2181
0.0125286,-1.22119,0,2182
0.0242283,-1.06592,0,2183
0.0344913,-0.929711,0,2184
0.0434938,-0.810231,0,2185
0.0513908,-0.705424,0,2186
0.058318,-0.613488,0,2187
0.0643945,-0.532842,0,2188
0.0697248,-0.4621,0,2189
0.0744004,-0.400046,0,2190
0.0785019,-0.345613,0,2191
0.0820997,-0.297864,0,2192
0.0852556,-0.255979,0,2193
0.088024,-0.219238,0,2194
0.0904523,-0.187009,0,2195
0.0925825,-0.158738,0,2196
0.0944511,-0.133939,0,2197
0.0960902,-0.112185,0,2198
0.097528,-0.0931033,0,2199
0.0987892,-0.0763645,0,2200
0.0998956,-0.0616814,0,2201
0.100866,-0.0488015,0,2202
0.101717,-0.0375034,0,2203
0.102464,-0.0275927,0,2204
-0.247198,-3.49038,0,2205
-0.228655,-3.29994,0,2206
-0.210113,-3.1095,0,2207
-0.191571,-2.91905,0,2208
-0.173029,-2.72861,0,2209
-0.154486,-2.53817,0,2210
-0.135944,-2.34773,0,2211
-0.117402,-2.15729,0,2212
-0.0988596,-1.96685,0,2213
-0.0803174,-1.77641,0,2214
-0.0617752,-1.58597,0,2215
-0.043233,-1.39553,0,2216
-0.0260248,-1.21879,0,2217
-0.0109299,-1.06376,0,2218
0.00231118,-0.927762,0,2219
0.0139262,-0.808468,0,2220
0.0241148,-0.703824,0,2221
0.0330522,-0.612032,0,2222
0.040892,-0.531512,0,2223
0.047769,-0.46088,0,2224
0.0538015,-0.398923,0,2225
0.0590931,-0.344574,0,2226
0.0637349,-0.2969,0,2227
0.0678067,-0.255081,0,2228
0.0713784,-0.218397,0,2229
0.0745114,-0.186218,0,2230
0.0772598,-0.157991,0,2231
0.0796706,-0.133231,0,2232
0.0817853,-0.111511,0,2233
0.0836403,-0.0924585,0,2234
0.0852676,-0.0757458,0,2235
0.0866949,-0.0610856,0,2236
0.087947,-0.0482258,0,2237
0.0890454,-0.0369452,0,2238
0.0900086,-0.02705,0,2239
-0.345732,-3.4823,0,2240
-0.322402,-3.29226,0,2241
-0.299072,-3.10223,0,2242
-0.275743,-2.9122,0,2243
-0.252413,-2.72217,0,2244
-0.229083,-2.53214,0,2245
-0.205753,-2.34211,0,2246
-0.182424,-2.15208,0,2247
-0.159094,-1.96205,0,2248
-0.135764,-1.77202,0,2249
-0.112435,-1.58199,0,2250
-0.0891048,-1.39196,0,2251
-0.0674536,-1.2156,0,2252
-0.0484613,-1.0609,0,2253
-0.0318014,-0.925198,0,2254
-0.0171874,-0.806161,0,2255
-0.00436817,-0.701742,0,2256
0.00687679,-0.610147,0,2257
0.0167408,-0.529801,0,2258
0.0253934,-0.459321,0,2259
0.0329834,-0.397497,0,2260
0.0396414,-0.343266,0,2261
0.0454816,-0.295694,0,2262
0.0506047,-0.253965,0,2263
0.0550986,-0.21736,0,2264
0.0590406,-0.185251,0,2265
0.0624985,-0.157084,0,2266
0.0655318,-0.132377,0,2267
0.0681926,-0.110704,0,2268
0.0705265,-0.0916928,0,2269
0.0725739,-0.0750162,0,2270
0.0743698,-0.0603876,0,2271
0.0759452,-0.0475554,0,2272
0.0773271,-0.0362992,0,2273
0.0785391,-0.0264252,0,2274
-0.456557,-3.46971,0,2275
-0.427704,-3.28034,0,2276
-0.398852,-3.09096,0,2277
-0.369999,-2.90159,0,2278
-0.341147,-2.71221,0,2279
-0.312295,-2.52283,0,2280
-0.283442,-2.33346,0,2281
-0.25459,-2.14408,0,2282
-0.225737,-1.9547,0,2283
-0.196885,-1.76533,0,2284
-0.168033,-1.57595,0,2285
-0.13918,-1.38658,0,2286
-0.112404,-1.21082,0,2287
-0.0889155,-1.05666,0,2288
-0.0683119,-0.921423,0,2289
-0.0502385,-0.802796,0,2290
-0.0343846,-0.698737,0,2291
-0.0204777,-0.607458,0,2292
-0.0082787,-0.527388,0,2293
0.00242219,-0.457151,0,2294
0.0118089,-0.39554,0,2295
0.0200429,-0.341495,0,2296
0.0272657,-0.294087,0,2297
0.0336015,-0.252502,0,2298
0.0391592,-0.216023,0,2299
0.0440344,-0.184024,0,2300
0.0483109,-0.155955,0,2301
0.0520622,-0.131333,0,2302
0.0553528,-0.109734,0,2303
0.0582393,-0.0907886,0,2304
0.0607713,-0.0741694,0,2305
0.0629924,-0.0595911,0,2306
0.0649407,-0.0468032,0,2307
0.0666498,-0.0355857,0,2308
0.0681487,-0.0257458,0,2309
-0.582311,-3.45035,0,2310
-0.547063,-3.26199,0,2311
-0.511815,-3.07363,0,2312
-0.476566,-2.88527,0,2313
-0.441318,-2.69691,0,2314
-0.40607,-2.50855,0,2315
-0.370822,-2.32018,0,2316
-0.335574,-2.13182,0,2317
-0.300326,-1.94346,0,2318
-0.265077,-1.7551,0,2319
-0.229829,-1.56674,0,2320
-0.194581,-1.37838,0,2321
-0.161869,-1.20357,0,2322
-0.133174,-1.05023,0,2323
-0.108003,-0.915723,0,2324
-0.0859234,-0.797732,0,2325
-0.0665552,-0.694231,0,2326
-0.0495655,-0.603441,0,2327
-0.0346623,-0.523801,0,2328
-0.0215893,-0.453941,0,2329
-0.0101218,-0.39266,0,2330
-6.25487e-05,-0.338905,0,2331
0.00876135,-0.291751,0,2332
0.0165016,-0.250389,0,2333
0.0232913,-0.214106,0,2334
0.0292472,-0.182278,0,2335
0.0344716,-0.15436,0,2336
0.0390545,-0.12987,0,2337
0.0430746,-0.108387,0,2338
0.0466009,-0.0895427,0,2339
0.0496942,-0.0730126,0,2340
0.0524076,-0.0585125,0,2341
0.0547878,-0.0457932,0,2342
0.0568757,-0.0346358,0,2343
0.058707,-0.0248487,0,2344
-0.726486,-3.42277,0,2345
-0.683782,-3.23588,0,2346
-0.641078,-3.04898,0,2347
-0.598374,-2.86209,0,2348
-0.555671,-2.67519,0,2349
-0.512967,-2.4883,0,2350
-0.470263,-2.3014,0,2351
-0.427559,-2.11451,0,2352
-0.384855,-1.92761,0,2353
-0.342151,-1.74072,0,2354
-0.299447,-1.55382,0,2355
-0.256744,-1.36693,0,2356
-0.217112,-1.19348,0,2357
-0.182348,-1.04133,0,2358
-0.151853,-0.907868,0,2359
-0.125103,-0.790796,0,2360
-0.101638,-0.6881,0,2361
-0.0810544,-0.598017,0,2362
-0.0629989,-0.518996,0,2363
-0.0471607,-0.44968,0,2364
-0.0332676,-0.388876,0,2365
-0.0210806,-0.335539,0,2366
-0.0103903,-0.288752,0,2367
-0.00101279,-0.247712,0,2368
0.00721307,-0.211711,0,2369
0.0144287,-0.180131,0,2370
0.0207583,-0.15243,0,2371
0.0263105,-0.12813,0,2372
0.0311808,-0.106815,0,2373
0.0354531,-0.0881173,0,2374
0.0392007,-0.0717158,0,2375
0.0424881,-0.0573286,0,2376
0.0453717,-0.0447082,0,2377
0.0479012,-0.0336376,0,2378
0.0501199,-0.0239267,0,2379
-0.893204,-3.38308,0,2380
-0.841758,-3.1983,0,2381
-0.790313,-3.01353,0,2382
-0.738867,-2.82875,0,2383
-0.687422,-2.64398,0,2384
-0.635977,-2.4592,0,2385
-0.584531,-2.27443,0,2386
-0.533086,-2.08965,0,2387
-0.48164,-1.90488,0,2388
-0.430195,-1.7201,0,2389
-0.378749,-1.53532,0,2390
-0.327304,-1.35055,0,2391
-0.27956,-1.17907,0,2392
-0.237679,-1.02865,0,2393
-0.200942,-0.896696,0,2394
-0.168716,-0.780951,0,2395
-0.140448,-0.679421,0,2396
-0.115651,-0.590359,0,2397
-0.0938993,-0.512234,0,2398
-0.074819,-0.443704,0,2399
-0.0580819,-0.38359,0,2400
-0.0434003,-0.330858,0,2401
-0.0305216,-0.284602,0,2402
-0.0192245,-0.244026,0,2403
-0.00931483,-0.208434,0,2404
-0.000622099,-0.177212,0,2405
0.0070031,-0.149825,0,2406
0.0136919,-0.125801,0,2407
0.0195592,-0.104728,0,2408
0.024706,-0.0862419,0,2409
0.0292207,-0.0700265,0,2410
0.033181,-0.0558024,0,2411
0.036655,-0.0433251,0,2412
0.0397023,-0.0323801,0,2413
0.0423752,-0.0227793,0,2414
-1.0876,-3.32594,0,2415
-1.02585,-3.14424,0,2416
-0.964107,-2.96253,0,2417
-0.902358,-2.78083,0,2418
-0.84061,-2.59913,0,2419
-0.778862,-2.41743,0,2420
-0.717114,-2.23573,0,2421
-0.655366,-2.05403,0,2422
-0.593618,-1.87232,0,2423
-0.53187,-1.69062,0,2424
-0.470122,-1.50892,0,2425
-0.408374,-1.32722,0,2426
-0.351068,-1.15859,0,2427
-0.3008,-1.01067,0,2428
-0.256706,-0.880917,0,2429
-0.218026,-0.767098,0,2430
-0.184097,-0.667256,0,2431
-0.154334,-0.579676,0,2432
-0.128226,-0.502851,0,2433
-0.105325,-0.435461,0,2434
-0.0852359,-0.376346,0,2435
-0.067614,-0.324492,0,2436
-0.0521562,-0.279005,0,2437
-0.0385968,-0.239105,0,2438
-0.0267025,-0.204104,0,2439
-0.0162689,-0.173402,0,2440
-0.00711668,-0.146471,0,2441
0.000911616,-0.122846,0,2442
0.00795398,-0.102123,0,2443
0.0141315,-0.0839452,0,2444
0.0195504,-0.0679995,0,2445
0.0243038,-0.054012,0,2446
0.0284734,-0.0417423,0,2447
0.032131,-0.0309794,0,2448
0.0353392,-0.0215383,0,2449
-1.31544,-3.24274,0,2450
-1.24151,-3.06553,0,2451
-1.16758,-2.88833,0,2452
-1.09365,-2.71113,0,2453
-1.01972,-2.53392,0,2454
-0.945794,-2.35672,0,2455
-0.871865,-2.17952,0,2456
-0.797935,-2.00231,0,2457
-0.724006,-1.82511,0,2458
-0.650076,-1.64791,0,2459
-0.576147,-1.4707,0,2460
-0.502218,-1.2935,0,2461
-0.433607,-1.12905,0,2462
-0.373423,-0.984788,0,2463
-0.320629,-0.858246,0,2464
-0.274319,-0.747245,0,2465
-0.233697,-0.649875,0,2466
-0.198063,-0.564463,0,2467
-0.166805,-0.48954,0,2468
-0.139385,-0.423818,0,2469
-0.115333,-0.366167,0,2470
-0.0942353,-0.315596,0,2471
-0.075728,-0.271235,0,2472
-0.0594937,-0.232323,0,2473
-0.045253,-0.198189,0,2474
-0.0327611,-0.168247,0,2475
-0.0218034,-0.141982,0,2476
-0.0121913,-0.118943,0,2477
-0.00375967,-0.0987325,0,2478
0.0036365,-0.0810044,0,2479
0.0101244,-0.0654535,0,2480
0.0158155,-0.0518123,0,2481
0.0208077,-0.0398463,0,2482
0.0251868,-0.0293499,0,2483
0.029028,-0.0201425,0,2484
-1.58346,-3.12068,0,2485
-1.4951,-2.9501,0,2486
-1.40675,-2.77953,0,2487
-1.31839,-2.60895,0,2488
-1.23004,-2.43837,0,2489
-1.14169,-2.26779,0,2490
-1.05333,-2.09721,0,2491
-0.964979,-1.92663,0,2492
-0.876625,-1.75605,0,2493
-0.788271,-1.58547,0,2494
-0.699917,-1.41489,0,2495
-0.611563,-1.24431,0,2496
-0.529566,-1.08601,0,2497
-0.457639,-0.94714,0,2498
-0.394545,-0.825328,0,2499
-0.3392,-0.718475,0,2500
-0.290651,-0.624745,0,2501
-0.248064,-0.542526,0,2502
-0.210707,-0.470404,0,2503
-0.177938,-0.407138,0,2504
-0.149194,-0.351643,0,2505
-0.123979,-0.302962,0,2506
-0.101861,-0.26026,0,2507
-0.0824588,-0.222802,0,2508
-0.0654396,-0.189944,0,2509
-0.0505104,-0.161121,0,2510
-0.0374147,-0.135838,0,2511
-0.0259272,-0.11366,0,2512
-0.0158505,-0.0942052,0,2513
-0.00701124,-0.0771398,0,2514
0.000742487,-0.0621701,0,2515
0.007544,-0.0490388,0,2516
0.0135102,-0.0375202,0,2517
0.0187438,-0.0274161,0,2518
0.0233344,-0.0185529,0,2519
-1.89779,-2.94026,0,2520
-1.79243,-2.77951,0,2521
-1.68707,-2.61877,0,2522
-1.58171,-2.45802,0,2523
-1.47635,-2.29727,0,2524
-1.37099,-2.13652,0,2525
-1.26563,-1.97577,0,2526
-1.16027,-1.81502,0,2527
-1.05491,-1.65427,0,2528
-0.949553,-1.49352,0,2529
-0.844193,-1.33277,0,2530
-0.738834,-1.17203,0,2531
-0.641054,-1.02284,0,2532
-0.555283,-0.89198,0,2533
-0.480045,-0.777188,0,2534
-0.414047,-0.676494,0,2535
-0.356154,-0.588165,0,2536
-0.30537,-0.510684,0,2537
-0.260823,-0.442718,0,2538
-0.221747,-0.383099,0,2539
-0.18747,-0.330802,0,2540
-0.157402,-0.284926,0,2541
-0.131026,-0.244685,0,2542
-0.10789,-0.209386,0,2543
-0.0875951,-0.178421,0,2544
-0.0697925,-0.15126,0,2545
-0.0541762,-0.127434,0,2546
-0.0404776,-0.106534,0,2547
-0.0284614,-0.0882002,0,2548
-0.0179208,-0.0721183,0,2549
-0.0086747,-0.0580114,0,2550
-0.000564073,-0.0456369,0,2551
0.00655051,-0.034782,0,2552
0.0127914,-0.0252602,0,2553
0.0182656,-0.0169078,0,2554
-2.26215,-2.66922,0,2555
-2.137,-2.52327,0,2556
-2.01185,-2.37732,0,2557
-1.8867,-2.23137,0,2558
-1.76155,-2.08542,0,2559
-1.6364,-1.93947,0,2560
-1.51125,-1.79351,0,2561
-1.3861,-1.64756,0,2562
-1.26095,-1.50161,0,2563
-1.1358,-1.35566,0,2564
-1.01065,-1.20971,0,2565
-0.885503,-1.06375,0,2566
-0.769358,-0.928303,0,2567
-0.667476,-0.809486,0,2568
-0.578105,-0.705261,0,2569
-0.49971,-0.613836,0,2570
-0.430943,-0.533638,0,2571
-0.370621,-0.463289,0,2572
-0.317706,-0.401579,0,2573
-0.27129,-0.347448,0,2574
-0.230574,-0.299964,0,2575
-0.194858,-0.258312,0,2576
-0.163529,-0.221775,0,2577
-0.136047,-0.189725,0,2578
-0.11194,-0.161611,0,2579
-0.0907932,-0.136949,0,2580
-0.0722436,-0.115316,0,2581
-0.055972,-0.0963403,0,2582
-0.0416987,-0.0796945,0,2583
-0.0291782,-0.0650929,0,2584
-0.0181954,-0.0522845,0,2585
-0.00856127,-0.0410491,0,2586
-0.000110311,-0.0311934,0,2587
0.00730281,-0.0225481,0,2588
0.0138054,-0.0149645,0,2589
-2.70239,-2.2234,0,2590
-2.55325,-2.10185,0,2591
-2.40412,-1.98031,0,2592
-2.25498,-1.85877,0,2593
-2.10585,-1.73723,0,2594
-1.95671,-1.61568,0,2595
-1.80758,-1.49414,0,2596
-1.65844,-1.3726,0,2597
-1.50931,-1.25105,0,2598
-1.36017,-1.12951,0,2599
-1.21103,-1.00797,0,2600
-1.0619,-0.886424,0,2601
-0.923494,-0.773626,0,2602
-0.802086,-0.67468,0,2603
-0.695588,-0.587886,0,2604
-0.602168,-0.51175,0,2605
-0.520221,-0.444965,0,2606
-0.448338,-0.386381,0,2607
-0.385282,-0.334991,0,2608
-0.32997,-0.289913,0,2609
-0.281451,-0.25037,0,2610
-0.23889,-0.215684,0,2611
-0.201556,-0.185257,0,2612
-0.168807,-0.158567,0,2613
-0.14008,-0.135155,0,2614
-0.114881,-0.114618,0,2615
-0.0927759,-0.096603,0,2616
-0.0733858,-0.0808004,0,2617
-0.056377,-0.0669384,0,2618
-0.0414569,-0.0547788,0,2619
-0.0283692,-0.0441125,0,2620
-0.0168887,-0.0347561,0,2621
-0.00681807,-0.0265487,0,2622
