Points:0,Points:1,Points:2,vtkOriginalIndices
1.12948,-1.04932,0,923
1.10602,-0.911979,0,924
1.08544,-0.791503,0,925
1.06738,-0.685822,0,926
1.05155,-0.593119,0,927
1.03765,-0.511801,0,928
1.02547,-0.440469,0,929
1.01478,-0.377898,0,930
1.0054,-0.32301,0,931
0.997179,-0.274863,0,932
0.989965,-0.232629,0,933
0.983636,-0.195582,0,934
0.978084,-0.163084,0,935
0.973215,-0.134577,0,936
0.968943,-0.109571,0,937
0.965196,-0.0876362,0,938
0.961909,-0.068395,0,939
0.959026,-0.0515166,0,940
0.956496,-0.0367111,0,941
0.954278,-0.0237238,0,942
0.952332,-0.0123314,0,943
0.950624,-0.00233808,0,944
1.50283,-3.5,0,945
1.47111,-3.30772,0,946
1.43939,-3.11545,0,947
1.40767,-2.92317,0,948
1.37594,-2.73089,0,949
1.34422,-2.53861,0,950
1.3125,-2.34633,0,951
1.28077,-2.15406,0,952
1.24905,-1.96178,0,953
1.21733,-1.7695,0,954
1.18561,-1.57722,0,955
1.15388,-1.38495,0,956
1.12444,-1.2065,0,957
1.09862,-1.04997,0,958
1.07596,-0.912667,0,959
1.05609,-0.792223,0,960
1.03866,-0.68657,0,961
1.02337,-0.593892,0,962
1.00996,-0.512595,0,963
0.998192,-0.441282,0,964
0.987872,-0.378727,0,965
0.978818,-0.323855,0,966
0.970877,-0.275721,0,967
0.963911,-0.233498,0,968
0.9578,-0.19646,0,969
0.95244,-0.163971,0,970
0.947738,-0.135472,0,971
0.943614,-0.110472,0,972
0.939996,-0.0885431,0,973
0.936822,-0.069307,0,974
0.934038,-0.0524331,0,975
0.931596,-0.0376315,0,976
0.929454,-0.0246477,0,977
0.927575,-0.0132583,0,978
0.925926,-0.00326763,0,979
1.45767,-3.5,0,980
1.42707,-3.30777,0,981
1.39647,-3.11554,0,982
1.36587,-2.92331,0,983
1.33528,-2.73108,0,984
1.30468,-2.53885,0,985
1.27408,-2.34662,0,986
1.24348,-2.15439,0,987
1.21289,-1.96216,0,988
1.18229,-1.76993,0,989
1.15169,-1.5777,0,990
1.12109,-1.38547,0,991
1.0927,-1.20707,0,992
1.06779,-1.05058,0,993
1.04594,-0.913306,0,994
1.02677,-0.792891,0,995
1.00996,-0.687264,0,996
0.995213,-0.594609,0,997
0.982276,-0.513333,0,998
0.970928,-0.442038,0,999
0.960973,-0.379498,0,1000
0.952241,-0.324639,0,1001
0.944582,-0.276517,0,1002
0.937863,-0.234304,0,1003
0.931969,-0.197276,0,1004
0.926799,-0.164795,0,1005
0.922264,-0.136303,0,1006
0.918285,-0.111309,0,1007
0.914796,-0.0893855,0,1008
0.911735,-0.0701541,0,1009
0.90905,-0.0532845,0,1010
0.906694,-0.0384865,0,1011
0.904628,-0.0255058,0,1012
0.902816,-0.0141193,0,1013
0.901226,-0.0041311,0,1014
1.41267,-3.5,0,1015
1.38319,-3.30782,0,1016
1.35371,-3.11563,0,1017
1.32423,-2.92345,0,1018
1.29475,-2.73126,0,1019
1.26527,-2.53908,0,1020
1.23578,-2.3469,0,1021
1.2063,-2.15471,0,1022
1.17682,-1.96253,0,1023
1.14734,-1.77035,0,1024
1.11786,-1.57816,0,1025
1.08838,-1.38598,0,1026
1.06101,-1.20762,0,1027
1.03701,-1.05117,0,1028
1.01596,-0.913928,0,1029
0.997494,-0.793543,0,1030
0.981294,-0.687941,0,1031
0.967084,-0.595308,0,1032
0.954619,-0.514052,0,1033
0.943685,-0.442774,0,1034
0.934093,-0.380249,0,1035
0.92568,-0.325403,0,1036
0.918299,-0.277292,0,1037
0.911825,-0.23509,0,1038
0.906146,-0.198071,0,1039
0.901165,-0.165597,0,1040
0.896795,-0.137112,0,1041
0.892962,-0.112125,0,1042
0.8896,-0.0902062,0,1043
0.88665,-0.0709794,0,1044
0.884063,-0.0541138,0,1045
0.881793,-0.0393194,0,1046
0.879803,-0.0263419,0,1047
0.878056,-0.0149581,0,1048
0.876524,-0.0049723,0,1049
1.3679,-3.5,0,1050
1.33952,-3.30786,0,1051
1.31114,-3.11572,0,1052
1.28277,-2.92359,0,1053
1.25439,-2.73145,0,1054
1.22601,-2.53931,0,1055
1.19763,-2.34717,0,1056
1.16925,-2.15504,0,1057
1.14088,-1.9629,0,1058
1.1125,-1.77076,0,1059
1.08412,-1.57862,0,1060
1.05574,-1.38648,0,1061
1.02941,-1.20817,0,1062
1.0063,-1.05175,0,1063
0.98604,-0.914547,0,1064
0.968264,-0.79419,0,1065
0.95267,-0.688614,0,1066
0.938992,-0.596003,0,1067
0.926994,-0.514766,0,1068
0.916469,-0.443505,0,1069
0.907236,-0.380995,0,1070
0.899138,-0.326162,0,1071
0.892034,-0.278063,0,1072
0.885802,-0.235871,0,1073
0.880336,-0.19886,0,1074
0.875541,-0.166395,0,1075
0.871335,-0.137916,0,1076
0.867645,-0.112935,0,1077
0.864409,-0.0910219,0,1078
0.86157,-0.0717997,0,1079
0.859079,-0.0549381,0,1080
0.856895,-0.0401472,0,1081
0.854978,-0.0271728,0,1082
0.853297,-0.0157917,0,1083
0.851823,-0.00580832,0,1084
1.32339,-3.5,0,1085
1.2961,-3.30791,0,1086
1.26881,-3.11582,0,1087
1.24152,-2.92372,0,1088
1.21423,-2.73163,0,1089
1.18694,-2.53954,0,1090
1.15966,-2.34745,0,1091
1.13237,-2.15536,0,1092
1.10508,-1.96326,0,1093
1.07779,-1.77117,0,1094
1.0505,-1.57908,0,1095
1.02321,-1.38699,0,1096
0.997888,-1.20872,0,1097
0.975673,-1.05234,0,1098
0.956186,-0.915164,0,1099
0.939092,-0.794836,0,1100
0.924097,-0.689285,0,1101
0.910944,-0.596696,0,1102
0.899407,-0.515478,0,1103
0.889286,-0.444234,0,1104
0.880408,-0.38174,0,1105
0.87262,-0.32692,0,1106
0.865789,-0.278832,0,1107
0.859796,-0.23665,0,1108
0.85454,-0.199648,0,1109
0.849929,-0.16719,0,1110
0.845884,-0.138719,0,1111
0.842336,-0.113744,0,1112
0.839224,-0.0918355,0,1113
0.836494,-0.0726178,0,1114
0.834099,-0.0557603,0,1115
0.831998,-0.040973,0,1116
0.830156,-0.0280016,0,1117
0.828539,-0.0166233,0,1118
0.827121,-0.00664225,0,1119
1.27917,-3.5,0,1120
1.25295,-3.30795,0,1121
1.22674,-3.11591,0,1122
1.20052,-2.92386,0,1123
1.17431,-2.73182,0,1124
1.14809,-2.53977,0,1125
1.12188,-2.34772,0,1126
1.09566,-2.15568,0,1127
1.06945,-1.96363,0,1128
1.04323,-1.77159,0,1129
1.01702,-1.57954,0,1130
0.9908,-1.38749,0,1131
0.966471,-1.20926,0,1132
0.945129,-1.05292,0,1133
0.926409,-0.915782,0,1134
0.909987,-0.795483,0,1135
0.895582,-0.689957,0,1136
0.882946,-0.59739,0,1137
0.871862,-0.516192,0,1138
0.862139,-0.444965,0,1139
0.85361,-0.382485,0,1140
0.846129,-0.327678,0,1141
0.839566,-0.279602,0,1142
0.83381,-0.23743,0,1143
0.82876,-0.200437,0,1144
0.82433,-0.167987,0,1145
0.820444,-0.139522,0,1146
0.817036,-0.114553,0,1147
0.814046,-0.0926503,0,1148
0.811423,-0.0734372,0,1149
0.809123,-0.0565837,0,1150
0.807105,-0.0417999,0,1151
0.805335,-0.0288317,0,1152
0.803782,-0.0174561,0,1153
0.802419,-0.00747742,0,1154
1.23527,-3.5,0,1155
1.21011,-3.308,0,1156
1.18495,-3.116,0,1157
1.15979,-2.924,0,1158
1.13463,-2.732,0,1159
1.10947,-2.54,0,1160
1.08431,-2.348,0,1161
1.05915,-2.156,0,1162
1.03399,-1.96401,0,1163
1.00883,-1.77201,0,1164
0.983674,-1.58001,0,1165
0.958514,-1.38801,0,1166
0.935164,-1.20982,0,1167
0.914682,-1.05352,0,1168
0.896715,-0.916411,0,1169
0.880955,-0.79614,0,1170
0.86713,-0.69064,0,1171
0.855003,-0.598096,0,1172
0.844365,-0.516917,0,1173
0.835034,-0.445708,0,1174
0.826848,-0.383243,0,1175
0.819668,-0.32845,0,1176
0.81337,-0.280386,0,1177
0.807845,-0.238224,0,1178
0.802998,-0.20124,0,1179
0.798747,-0.168798,0,1180
0.795018,-0.14034,0,1181
0.791746,-0.115376,0,1182
0.788877,-0.093479,0,1183
0.78636,-0.0742706,0,1184
0.784152,-0.0574212,0,1185
0.782215,-0.042641,0,1186
0.780516,-0.0296759,0,1187
0.779026,-0.018303,0,1188
0.777718,-0.00832683,0,1189
1.19172,-3.5,0,1190
1.16759,-3.30805,0,1191
1.14347,-3.11609,0,1192
1.11935,-2.92414,0,1193
1.09522,-2.73219,0,1194
1.0711,-2.54024,0,1195
1.04698,-2.34828,0,1196
1.02285,-2.15633,0,1197
0.998732,-1.96438,0,1198
0.974609,-1.77243,0,1199
0.950485,-1.58047,0,1200
0.926362,-1.38852,0,1201
0.903975,-1.21038,0,1202
0.884337,-1.05411,0,1203
0.86711,-0.917039,0,1204
0.851999,-0.796798,0,1205
0.838744,-0.691324,0,1206
0.827117,-0.598802,0,1207
0.816917,-0.517643,0,1208
0.807971,-0.446451,0,1209
0.800122,-0.384002,0,1210
0.793238,-0.329221,0,1211
0.787199,-0.281169,0,1212
0.781902,-0.239017,0,1213
0.777255,-0.202042,0,1214
0.773179,-0.169608,0,1215
0.769604,-0.141157,0,1216
0.766467,-0.1162,0,1217
0.763716,-0.0943077,0,1218
0.761303,-0.075104,0,1219
0.759186,-0.0582587,0,1220
0.757329,-0.0434821,0,1221
0.7557,-0.0305201,0,1222
0.754271,-0.01915,0,1223
0.753017,-0.00917625,0,1224
1.14851,-3.5,0,1225
1.1254,-3.30809,0,1226
1.1023,-3.11619,0,1227
1.07919,-2.92428,0,1228
1.05609,-2.73238,0,1229
1.03298,-2.54047,0,1230
1.00988,-2.34857,0,1231
0.986772,-2.15666,0,1232
0.963666,-1.96475,0,1233
0.940561,-1.77285,0,1234
0.917455,-1.58094,0,1235
0.894349,-1.38904,0,1236
0.872906,-1.21094,0,1237
0.854097,-1.05471,0,1238
0.837597,-0.917671,0,1239
0.823123,-0.79746,0,1240
0.810427,-0.692011,0,1241
0.79929,-0.599512,0,1242
0.789521,-0.518373,0,1243
0.780952,-0.447198,0,1244
0.773435,-0.384764,0,1245
0.766841,-0.329997,0,1246
0.761056,-0.281956,0,1247
0.755983,-0.239815,0,1248
0.751532,-0.202849,0,1249
0.747628,-0.170423,0,1250
0.744203,-0.141979,0,1251
0.741199,-0.117028,0,1252
0.738564,-0.095141,0,1253
0.736252,-0.075942,0,1254
0.734224,-0.0591008,0,1255
0.732446,-0.0443278,0,1256
0.730886,-0.0313691,0,1257
0.729517,-0.0200017,0,1258
0.728316,-0.0100304,0,1259
1.10566,-3.5,0,1260
1.08355,-3.30814,0,1261
1.06144,-3.11628,0,1262
1.03934,-2.92442,0,1263
1.01723,-2.73257,0,1264
0.99512,-2.54071,0,1265
0.973013,-2.34885,0,1266
0.950906,-2.15699,0,1267
0.928798,-1.96513,0,1268
0.906691,-1.77327,0,1269
0.884583,-1.58141,0,1270
0.862476,-1.38955,0,1271
0.841959,-1.2115,0,1272
0.823962,-1.05531,0,1273
0.808175,-0.918304,0,1274
0.794327,-0.798122,0,1275
0.782179,-0.692699,0,1276
0.771523,-0.600223,0,1277
0.762176,-0.519103,0,1278
0.753977,-0.447946,0,1279
0.746784,-0.385527,0,1280
0.740475,-0.330774,0,1281
0.734941,-0.282745,0,1282
0.730086,-0.240614,0,1283
0.725828,-0.203657,0,1284
0.722093,-0.171238,0,1285
0.718816,-0.142801,0,1286
0.715941,-0.117856,0,1287
0.71342,-0.0959749,0,1288
0.711208,-0.0767807,0,1289
0.709268,-0.0599436,0,1290
0.707566,-0.0451742,0,1291
0.706074,-0.0322186,0,1292
0.704764,-0.0208541,0,1293
0.703615,-0.0108852,0,1294
1.06315,-3.5,0,1295
1.04202,-3.30819,0,1296
1.0209,-3.11638,0,1297
0.999767,-2.92456,0,1298
0.978639,-2.73275,0,1299
0.95751,-2.54094,0,1300
0.936382,-2.34913,0,1301
0.915254,-2.15732,0,1302
0.894125,-1.96551,0,1303
0.872997,-1.77369,0,1304
0.851868,-1.58188,0,1305
0.83074,-1.39007,0,1306
0.811132,-1.21206,0,1307
0.793932,-1.05591,0,1308
0.778844,-0.918936,0,1309
0.765609,-0.798783,0,1310
0.753999,-0.693386,0,1311
0.743815,-0.600933,0,1312
0.734882,-0.519833,0,1313
0.727046,-0.448693,0,1314
0.720172,-0.38629,0,1315
0.714142,-0.33155,0,1316
0.708853,-0.283532,0,1317
0.704213,-0.241412,0,1318
0.700143,-0.204464,0,1319
0.696573,-0.172053,0,1320
0.693442,-0.143623,0,1321
0.690695,-0.118684,0,1322
0.688285,-0.0968083,0,1323
0.686171,-0.0776187,0,1324
0.684317,-0.0607858,0,1325
0.682691,-0.04602,0,1326
0.681264,-0.0330676,0,1327
0.680012,-0.0217058,0,1328
0.678914,-0.0117394,0,1329
1.02098,-3.5,0,1330
1.00081,-3.30824,0,1331
0.980644,-3.11647,0,1332
0.960477,-2.92471,0,1333
0.940309,-2.73294,0,1334
0.920141,-2.54118,0,1335
0.899974,-2.34941,0,1336
0.879806,-2.15765,0,1337
0.859638,-1.96588,0,1338
0.839471,-1.77412,0,1339
0.819303,-1.58235,0,1340
0.799135,-1.39059,0,1341
0.780419,-1.21262,0,1342
0.764001,-1.05651,0,1343
0.749599,-0.919567,0,1344
0.736966,-0.799444,0,1345
0.725884,-0.694073,0,1346
0.716163,-0.601642,0,1347
0.707636,-0.520562,0,1348
0.700156,-0.44944,0,1349
0.693595,-0.387051,0,1350
0.687839,-0.332325,0,1351
0.682791,-0.284319,0,1352
0.678362,-0.242209,0,1353
0.674477,-0.20527,0,1354
0.67107,-0.172868,0,1355
0.66808,-0.144444,0,1356
0.665458,-0.119512,0,1357
0.663158,-0.097641,0,1358
0.66114,-0.0784561,0,1359
0.659371,-0.0616273,0,1360
0.657818,-0.0468652,0,1361
0.656456,-0.0339159,0,1362
0.655262,-0.0225569,0,1363
0.654213,-0.0125929,0,1364
0.979116,-3.5,0,1365
0.959892,-3.30828,0,1366
0.940669,-3.11656,0,1367
0.921445,-2.92485,0,1368
0.902221,-2.73313,0,1369
0.882997,-2.54141,0,1370
0.863773,-2.34969,0,1371
0.844549,-2.15798,0,1372
0.825325,-1.96626,0,1373
0.806101,-1.77454,0,1374
0.786877,-1.58282,0,1375
0.767653,-1.3911,0,1376
0.749812,-1.21318,0,1377
0.734162,-1.05711,0,1378
0.720434,-0.920199,0,1379
0.708392,-0.800105,0,1380
0.697829,-0.69476,0,1381
0.688563,-0.602351,0,1382
0.680435,-0.521291,0,1383
0.673305,-0.450186,0,1384
0.667051,-0.387813,0,1385
0.661565,-0.3331,0,1386
0.656752,-0.285106,0,1387
0.652531,-0.243006,0,1388
0.648828,-0.206077,0,1389
0.64558,-0.173682,0,1390
0.64273,-0.145266,0,1391
0.640231,-0.120339,0,1392
0.638038,-0.0984737,0,1393
0.636115,-0.0792936,0,1394
0.634428,-0.0624688,0,1395
0.632948,-0.0477103,0,1396
0.63165,-0.0347642,0,1397
0.630511,-0.023408,0,1398
0.629512,-0.0134465,0,1399
0.937529,-3.5,0,1400
0.919234,-3.30833,0,1401
0.900939,-3.11666,0,1402
0.882643,-2.92499,0,1403
0.864348,-2.73332,0,1404
0.846052,-2.54164,0,1405
0.827757,-2.34997,0,1406
0.809462,-2.1583,0,1407
0.791166,-1.96663,0,1408
0.772871,-1.77496,0,1409
0.754575,-1.58329,0,1410
0.73628,-1.39162,0,1411
0.719301,-1.21374,0,1412
0.704407,-1.0577,0,1413
0.691342,-0.920828,0,1414
0.679881,-0.800764,0,1415
0.669828,-0.695444,0,1416
0.66101,-0.603058,0,1417
0.653275,-0.522018,0,1418
0.646489,-0.450931,0,1419
0.640537,-0.388573,0,1420
0.635316,-0.333873,0,1421
0.630736,-0.285891,0,1422
0.626718,-0.243801,0,1423
0.623194,-0.20688,0,1424
0.620103,-0.174494,0,1425
0.617391,-0.146084,0,1426
0.615012,-0.121164,0,1427
0.612926,-0.099304,0,1428
0.611095,-0.0801285,0,1429
0.60949,-0.0633079,0,1430
0.608081,-0.0485529,0,1431
0.606846,-0.03561,0,1432
0.605762,-0.0242566,0,1433
0.604811,-0.0142974,0,1434
0.896177,-3.5,0,1435
0.878798,-3.30838,0,1436
0.861418,-3.11675,0,1437
0.844038,-2.92513,0,1438
0.826658,-2.7335,0,1439
0.809278,-2.54188,0,1440
0.791898,-2.35025,0,1441
0.774519,-2.15863,0,1442
0.757139,-1.96701,0,1443
0.739759,-1.77538,0,1444
0.722379,-1.58376,0,1445
0.704999,-1.39213,0,1446
0.68887,-1.2143,0,1447
0.674721,-1.0583,0,1448
0.66231,-0.921458,0,1449
0.651423,-0.801423,0,1450
0.641874,-0.696129,0,1451
0.633496,-0.603766,0,1452
0.626148,-0.522745,0,1453
0.619702,-0.451675,0,1454
0.614048,-0.389332,0,1455
0.609088,-0.334646,0,1456
0.604737,-0.286676,0,1457
0.600921,-0.244596,0,1458
0.597573,-0.207684,0,1459
0.594636,-0.175306,0,1460
0.59206,-0.146903,0,1461
0.589801,-0.121989,0,1462
0.587818,-0.100134,0,1463
0.58608,-0.0809633,0,1464
0.584554,-0.0641468,0,1465
0.583217,-0.0493955,0,1466
0.582043,-0.0364558,0,1467
0.581013,-0.0251051,0,1468
0.58011,-0.0151484,0,1469
0.855007,-3.5,0,1470
0.838533,-3.30842,0,1471
0.822059,-3.11685,0,1472
0.805584,-2.92527,0,1473
0.78911,-2.73369,0,1474
0.772636,-2.54211,0,1475
0.756162,-2.35054,0,1476
0.739688,-2.15896,0,1477
0.723213,-1.96738,0,1478
0.706739,-1.7758,0,1479
0.690265,-1.58423,0,1480
0.673791,-1.39265,0,1481
0.658502,-1.21486,0,1482
0.645091,-1.0589,0,1483
0.633326,-0.922089,0,1484
0.623007,-0.802083,0,1485
0.613954,-0.696815,0,1486
0.606014,-0.604474,0,1487
0.599048,-0.523474,0,1488
0.592938,-0.452421,0,1489
0.587579,-0.390094,0,1490
0.582877,-0.335421,0,1491
0.578753,-0.287462,0,1492
0.575135,-0.245393,0,1493
0.571962,-0.20849,0,1494
0.569178,-0.176119,0,1495
0.566737,-0.147724,0,1496
0.564595,-0.122815,0,1497
0.562716,-0.100966,0,1498
0.561068,-0.0818,0,1499
0.559622,-0.0649876,0,1500
0.558354,-0.0502399,0,1501
0.557241,-0.0373033,0,1502
0.556265,-0.0259554,0,1503
0.555409,-0.0160011,0,1504
0.813957,-3.5,0,1505
0.798382,-3.30847,0,1506
0.782807,-3.11694,0,1507
0.767232,-2.92541,0,1508
0.751656,-2.73388,0,1509
0.736081,-2.54235,0,1510
0.720506,-2.35082,0,1511
0.704931,-2.15929,0,1512
0.689355,-1.96776,0,1513
0.67378,-1.77623,0,1514
0.658205,-1.5847,0,1515
0.64263,-1.39317,0,1516
0.628175,-1.21542,0,1517
0.615496,-1.05949,0,1518
0.604373,-0.922722,0,1519
0.594617,-0.802746,0,1520
0.586059,-0.697503,0,1521
0.578551,-0.605185,0,1522
0.571966,-0.524205,0,1523
0.566189,-0.453169,0,1524
0.561122,-0.390857,0,1525
0.556677,-0.336198,0,1526
0.552778,-0.288251,0,1527
0.549358,-0.246192,0,1528
0.546358,-0.209298,0,1529
0.543726,-0.176935,0,1530
0.541418,-0.148547,0,1531
0.539392,-0.123645,0,1532
0.537616,-0.101801,0,1533
0.536058,-0.0826392,0,1534
0.534691,-0.065831,0,1535
0.533492,-0.0510869,0,1536
0.53244,-0.0381535,0,1537
0.531518,-0.0268084,0,1538
0.530708,-0.0168566,0,1539
0.772954,-3.5,0,1540
0.758276,-3.30852,0,1541
0.743597,-3.11703,0,1542
0.728918,-2.92555,0,1543
0.714239,-2.73407,0,1544
0.69956,-2.54258,0,1545
0.684882,-2.3511,0,1546
0.670203,-2.15962,0,1547
0.655524,-1.96813,0,1548
0.640845,-1.77665,0,1549
0.626166,-1.58517,0,1550
0.611487,-1.39368,0,1551
0.597865,-1.21598,0,1552
0.585915,-1.06009,0,1553
0.575433,-0.923355,0,1554
0.566238,-0.803408,0,1555
0.558172,-0.698191,0,1556
0.551097,-0.605896,0,1557
0.544891,-0.524936,0,1558
0.539446,-0.453917,0,1559
0.534671,-0.391621,0,1560
0.530482,-0.336975,0,1561
0.526807,-0.289039,0,1562
0.523584,-0.246991,0,1563
0.520756,-0.210106,0,1564
0.518276,-0.177751,0,1565
0.5161,-0.14937,0,1566
0.514192,-0.124474,0,1567
0.512518,-0.102635,0,1568
0.511049,-0.0834785,0,1569
0.509761,-0.0666744,0,1570
0.508631,-0.0519339,0,1571
0.50764,-0.0390037,0,1572
0.50677,-0.0276614,0,1573
0.506007,-0.017712,0,1574
0.731914,-3.5,0,1575
0.718134,-3.30856,0,1576
0.704354,-3.11713,0,1577
0.690573,-2.92569,0,1578
0.676793,-2.73426,0,1579
0.663013,-2.54282,0,1580
0.649232,-2.35138,0,1581
0.635452,-2.15995,0,1582
0.621672,-1.96851,0,1583
0.607891,-1.77707,0,1584
0.594111,-1.58564,0,1585
0.58033,-1.3942,0,1586
0.567542,-1.21654,0,1587
0.556323,-1.06069,0,1588
0.546483,-0.923988,0,1589
0.53785,-0.80407,0,1590
0.530278,-0.69888,0,1591
0.523636,-0.606607,0,1592
0.51781,-0.525666,0,1593
0.512699,-0.454666,0,1594
0.508216,-0.392384,0,1595
0.504283,-0.337752,0,1596
0.500833,-0.289828,0,1597
0.497807,-0.24779,0,1598
0.495153,-0.210914,0,1599
0.492824,-0.178568,0,1600
0.490782,-0.150193,0,1601
0.48899,-0.125303,0,1602
0.487418,-0.10347,0,1603
0.48604,-0.0843177,0,1604
0.48483,-0.0675177,0,1605
0.48377,-0.0527809,0,1606
0.482839,-0.0398538,0,1607
0.482023,-0.0285143,0,1608
0.481307,-0.0185674,0,1609
0.690739,-3.5,0,1610
0.677865,-3.30861,0,1611
0.66499,-3.11722,0,1612
0.652116,-2.92583,0,1613
0.639241,-2.73444,0,1614
0.626367,-2.54305,0,1615
0.613492,-2.35166,0,1616
0.600618,-2.16028,0,1617
0.587743,-1.96889,0,1618
0.574869,-1.7775,0,1619
0.561994,-1.58611,0,1620
0.54912,-1.39472,0,1621
0.537172,-1.2171,0,1622
0.526691,-1.06129,0,1623
0.517497,-0.924621,0,1624
0.509433,-0.804733,0,1625
0.502358,-0.699568,0,1626
0.496153,-0.607318,0,1627
0.490709,-0.526397,0,1628
0.485934,-0.455414,0,1629
0.481746,-0.393148,0,1630
0.478072,-0.338529,0,1631
0.474849,-0.290617,0,1632
0.472022,-0.248589,0,1633
0.469542,-0.211723,0,1634
0.467366,-0.179384,0,1635
0.465458,-0.151016,0,1636
0.463784,-0.126132,0,1637
0.462316,-0.104304,0,1638
0.461028,-0.085157,0,1639
0.459898,-0.0683611,0,1640
0.458907,-0.0536279,0,1641
0.458037,-0.040704,0,1642
0.457275,-0.0293673,0,1643
0.456606,-0.0194228,0,1644
0.649318,-3.5,0,1645
0.637363,-3.30866,0,1646
0.625408,-3.11732,0,1647
0.613453,-2.92597,0,1648
0.601498,-2.73463,0,1649
0.589543,-2.54329,0,1650
0.577588,-2.35195,0,1651
0.565633,-2.16061,0,1652
0.553678,-1.96926,0,1653
0.541723,-1.77792,0,1654
0.529767,-1.58658,0,1655
0.517812,-1.39524,0,1656
0.506717,-1.21766,0,1657
0.496985,-1.06189,0,1658
0.488448,-0.925254,0,1659
0.480959,-0.805396,0,1660
0.47439,-0.700257,0,1661
0.468628,-0.60803,0,1662
0.463573,-0.527129,0,1663
0.459139,-0.456163,0,1664
0.45525,-0.393912,0,1665
0.451838,-0.339306,0,1666
0.448845,-0.291406,0,1667
0.44622,-0.249389,0,1668
0.443917,-0.212532,0,1669
0.441897,-0.1802,0,1670
0.440125,-0.15184,0,1671
0.43857,-0.126962,0,1672
0.437207,-0.10514,0,1673
0.436011,-0.0859971,0,1674
0.434962,-0.0692053,0,1675
0.434042,-0.0544757,0,1676
0.433234,-0.041555,0,1677
0.432526,-0.0302211,0,1678
0.431905,-0.020279,0,1679
0.607524,-3.5,0,1680
0.596509,-3.30871,0,1681
0.585494,-3.11741,0,1682
0.574479,-2.92612,0,1683
0.563464,-2.73482,0,1684
0.552449,-2.54353,0,1685
0.541434,-2.35223,0,1686
0.530418,-2.16094,0,1687
0.519403,-1.96964,0,1688
0.508388,-1.77835,0,1689
0.497373,-1.58705,0,1690
0.486358,-1.39576,0,1691
0.476135,-1.21823,0,1692
0.467168,-1.0625,0,1693
0.459302,-0.925892,0,1694
0.452402,-0.806064,0,1695
0.446349,-0.700951,0,1696
0.44104,-0.608747,0,1697
0.436383,-0.527866,0,1698
0.432297,-0.456917,0,1699
0.428714,-0.394682,0,1700
0.42557,-0.34009,0,1701
0.422812,-0.292202,0,1702
0.420394,-0.250195,0,1703
0.418272,-0.213346,0,1704
0.416411,-0.181023,0,1705
0.414778,-0.15267,0,1706
0.413346,-0.127798,0,1707
0.412089,-0.105981,0,1708
0.410987,-0.0868433,0,1709
0.410021,-0.0700557,0,1710
0.409173,-0.0553297,0,1711
0.408429,-0.0424122,0,1712
0.407777,-0.0310811,0,1713
0.407204,-0.0211415,0,1714
0.565213,-3.5,0,1715
0.555167,-3.30875,0,1716
0.54512,-3.11751,0,1717
0.535073,-2.92626,0,1718
0.525026,-2.73501,0,1719
0.514979,-2.54376,0,1720
0.504932,-2.35252,0,1721
0.494886,-2.16127,0,1722
0.484839,-1.97002,0,1723
0.474792,-1.77877,0,1724
0.464745,-1.58753,0,1725
0.454698,-1.39628,0,1726
0.445374,-1.21879,0,1727
0.437196,-1.0631,0,1728
0.430021,-0.926531,0,1729
0.423728,-0.806732,0,1730
0.418207,-0.701645,0,1731
0.413365,-0.609463,0,1732
0.409117,-0.528602,0,1733
0.405391,-0.457672,0,1734
0.402122,-0.395452,0,1735
0.399255,-0.340873,0,1736
0.39674,-0.292997,0,1737
0.394533,-0.251,0,1738
0.392598,-0.214161,0,1739
0.390901,-0.181846,0,1740
0.389411,-0.1535,0,1741
0.388105,-0.128634,0,1742
0.386959,-0.106823,0,1743
0.385954,-0.0876895,0,1744
0.385073,-0.0709061,0,1745
0.384299,-0.0561838,0,1746
0.383621,-0.0432695,0,1747
0.383026,-0.0319411,0,1748
0.382503,-0.022004,0,1749
0.522221,-3.5,0,1750
0.51318,-3.3088,0,1751
0.504139,-3.1176,0,1752
0.495098,-2.9264,0,1753
0.486057,-2.7352,0,1754
0.477016,-2.544,0,1755
0.467975,-2.3528,0,1756
0.458934,-2.1616,0,1757
0.449893,-1.9704,0,1758
0.440852,-1.7792,0,1759
0.431811,-1.588,0,1760
0.42277,-1.3968,0,1761
0.41438,-1.21936,0,1762
0.407019,-1.0637,0,1763
0.400563,-0.927168,0,1764
0.3949,-0.807399,0,1765
0.389932,-0.702338,0,1766
0.385574,-0.610179,0,1767
0.381752,-0.529338,0,1768
0.378399,-0.458425,0,1769
0.375457,-0.396221,0,1770
0.372877,-0.341655,0,1771
0.370614,-0.293791,0,1772
0.368628,-0.251805,0,1773
0.366887,-0.214975,0,1774
0.365359,-0.182668,0,1775
0.364019,-0.154328,0,1776
0.362844,-0.129469,0,1777
0.361813,-0.107663,0,1778
0.360908,-0.0885344,0,1779
0.360115,-0.0717551,0,1780
0.359419,-0.0570365,0,1781
0.358808,-0.0441254,0,1782
0.358273,-0.0327998,0,1783
0.357803,-0.0228652,0,1784
0.478358,-3.5,0,1785
0.470371,-3.30885,0,1786
0.462384,-3.11769,0,1787
0.454397,-2.92654,0,1788
0.446409,-2.73539,0,1789
0.438422,-2.54424,0,1790
0.430435,-2.35308,0,1791
0.422447,-2.16193,0,1792
0.41446,-1.97078,0,1793
