x,y,value
30,0,0.60633
30,1,0.60633
30,2,0.60633
30,3,0.60633
30,4,0.60633
30,5,0.60633
30,6,0.60633
30,7,0.60633
30,8,0.60633
30,9,0.60633
30,10,0.60633
30,11,0.60633
30,12,0.60633
30,13,0.60633
30,14,0.60633
30,15,0.60633
30,16,0.60633
30,17,0.60633
30,18,0.60633
30,19,0.60633
30,20,0.60633
30,21,0.60633
30,22,0.60633
30,23,0.60633
30,24,0.60633
30,25,0.60633
30,26,0.60633
30,27,0.60633
30,28,0.60633
30,29,0.60633
30,30,0.60633
30,31,0.60633
30,32,0.60633
30,33,0.60633
30,34,0.60633
30,35,0.60633
31,0,0.60633
31,1,0.60633
31,2,0.60633
31,3,0.60633
31,4,0.60633
31,5,0.60633
31,6,0.60633
31,7,0.60633
31,8,0.60633
31,9,0.60633
31,10,0.60633
31,11,0.60633
31,12,0.60633
31,13,0.60633
31,14,0.60633
31,15,0.60633
31,16,0.60633
31,17,0.60633
31,18,0.60633
31,19,0.60633
31,20,0.60633
31,21,0.60633
31,22,0.60633
31,23,0.60633
31,24,0.60633
31,25,0.60633
31,26,0.60633
31,27,0.60633
31,28,0.60633
31,29,0.60633
31,30,0.60633
31,31,0.60633
31,32,0.60633
31,33,0.60633
31,34,0.60633
31,35,0.60633
32,0,0.60633
32,1,0.60633
32,2,0.60633
32,3,0.60633
32,4,0.60633
32,5,0.60633
32,6,0.60633
32,7,0.60633
32,8,0.60633
32,9,0.60633
32,10,0.60633
32,11,0.60633
32,12,0.60633
32,13,0.60633
32,14,0.60633
32,15,0.60633
32,16,0.60633
32,17,0.60633
32,18,0.60633
32,19,0.60633
32,20,0.60633
32,21,0.60633
32,22,0.60633
32,23,0.60633
32,24,0.60633
32,25,0.60633
32,26,0.60633
32,27,0.60633
32,28,0.60633
32,29,0.60633
32,30,0.60633
32,31,0.60633
32,32,0.60633
32,33,0.60633
32,34,0.60633
32,35,0.60633
33,0,0.60633
33,1,0.60633
33,2,0.60633
33,3,0.60633
33,4,0.60633
33,5,0.60633
33,6,0.60633
33,7,0.60633
33,8,0.60633
33,9,0.60633
33,10,0.60633
33,11,0.60633
33,12,0.60633
33,13,0.60633
33,14,0.60633
33,15,0.60633
33,16,0.60633
33,17,0.60633
33,18,0.60633
33,19,0.60633
33,20,0.60633
33,21,0.60633
33,22,0.60633
33,23,0.60633
33,24,0.60633
33,25,0.60633
33,26,0.60633
33,27,0.60633
33,28,0.60633
33,29,0.60633
33,30,0.60633
33,31,0.60633
33,32,0.60633
33,33,0.60633
33,34,0.60633
33,35,0.60633
34,0,0.60633
34,1,0.60633
34,2,0.60633
34,3,0.60633
34,4,0.60633
34,5,0.60633
34,6,0.60633
34,7,0.60633
34,8,0.60633
34,9,0.60633
34,10,0.60633
34,11,0.60633
34,12,0.60633
34,13,0.60633
34,14,0.60633
34,15,0.60633
34,16,0.60633
34,17,0.60633
34,18,0.60633
34,19,0.60633
34,20,0.60633
34,21,0.60633
34,22,0.60633
34,23,0.60633
34,24,0.60633
34,25,0.60633
34,26,0.60633
34,27,0.60633
34,28,0.60633
34,29,0.60633
34,30,0.60633
34,31,0.60633
34,32,0.60633
34,33,0.60633
34,34,0.60633
34,35,0.60633
35,0,0.60633
35,1,0.60633
35,2,0.60633
35,3,0.60633
35,4,0.60633
35,5,0.60633
35,6,0.60633
35,7,0.60633
35,8,0.60633
35,9,0.60633
35,10,0.60633
35,11,0.60633
35,12,0.60633
35,13,0.60633
35,14,0.60633
35,15,0.60633
35,16,0.60633
35,17,0.60633
35,18,0.60633
35,19,0.60633
35,20,0.60633
35,21,0.60633
35,22,0.60633
35,23,0.60633
35,24,0.60633
35,25,0.60633
35,26,0.60633
35,27,0.60633
35,28,0.60633
35,29,0.60633
35,30,0.60633
35,31,0.60633
35,32,0.60633
35,33,0.60633
35,34,0.60633
35,35,0.60633
36,0,0.60633
36,1,0.60633
36,2,0.60633
36,3,0.60633
36,4,0.60633
36,5,0.60633
36,6,0.60633
36,7,0.60633
36,8,0.60633
36,9,0.60633
36,10,0.60633
36,11,0.60633
36,12,0.60633
36,13,0.60633
36,14,0.60633
36,15,0.60633
36,16,0.60633
36,17,0.60633
36,18,0.60633
36,19,0.60633
36,20,0.60633
36,21,0.60633
36,22,0.60633
36,23,0.60633
36,24,0.60633
36,25,0.60633
36,26,0.60633
36,27,0.60633
36,28,0.60633
36,29,0.60633
36,30,0.60633
36,31,0.60633
36,32,0.60633
36,33,0.60633
36,34,0.60633
36,35,0.60633
37,0,0.60633
37,1,0.60633
37,2,0.60633
37,3,0.60633
37,4,0.60633
37,5,0.60633
37,6,0.60633
37,7,0.60633
37,8,0.60633
37,9,0.60633
37,10,0.60633
37,11,0.60633
37,12,0.60633
37,13,0.60633
37,14,0.60633
37,15,0.60633
37,16,0.60633
37,17,0.60633
37,18,0.60633
37,19,0.60633
37,20,0.60633
37,21,0.60633
37,22,0.60633
37,23,0.60633
37,24,0.60633
37,25,0.60633
37,26,0.60633
37,27,0.60633
37,28,0.60633
37,29,0.60633
37,30,0.60633
37,31,0.60633
37,32,0.60633
37,33,0.60633
37,34,0.60633
37,35,0.60633
38,0,0.60633
38,1,0.60633
38,2,0.60633
38,3,0.60633
38,4,0.60633
38,5,0.60633
38,6,0.60633
38,7,0.60633
38,8,0.60633
38,9,0.60633
38,10,0.60633
38,11,0.60633
38,12,0.60633
38,13,0.60633
38,14,0.60633
38,15,0.60633
38,16,0.60633
38,17,0.60633
38,18,0.60633
38,19,0.60633
38,20,0.60633
38,21,0.60633
38,22,0.60633
38,23,0.60633
38,24,0.60633
38,25,0.60633
38,26,0.60633
38,27,0.60633
38,28,0.60633
38,29,0.60633
38,30,0.60633
38,31,0.60633
38,32,0.60633
38,33,0.60633
38,34,0.60633
38,35,0.60633
39,0,0.60633
39,1,0.60633
39,2,0.60633
39,3,0.60633
39,4,0.60633
39,5,0.60633
39,6,0.60633
39,7,0.60633
39,8,0.60633
39,9,0.60633
39,10,0.60633
39,11,0.60633
39,12,0.60633
39,13,0.60633
39,14,0.60633
39,15,0.60633
39,16,0.60633
39,17,0.60633
39,18,0.60633
39,19,0.60633
39,20,0.60633
39,21,0.60633
39,22,0.60633
39,23,0.60633
39,24,0.60633
39,25,0.60633
39,26,0.60633
39,27,0.60633
39,28,0.60633
39,29,0.60633
39,30,0.60633
39,31,0.60633
39,32,0.60633
39,33,0.60633
39,34,0.60633
39,35,0.60633
40,0,0.60633
40,1,0.60633
40,2,0.60633
40,3,0.60633
40,4,0.60633
40,5,0.60633
40,6,0.60633
40,7,0.60633
40,8,0.60633
40,9,0.60633
40,10,0.60633
40,11,0.60633
40,12,0.60633
40,13,0.60633
40,14,0.60633
40,15,0.60633
40,16,0.60633
40,17,0.60633
40,18,0.60633
40,19,0.60633
40,20,0.60633
40,21,0.60633
40,22,0.60633
40,23,0.60633
40,24,0.60633
40,25,0.60633
40,26,0.60633
40,27,0.60633
40,28,0.60633
40,29,0.60633
40,30,0.60633
40,31,0.60633
40,32,0.60633
40,33,0.60633
40,34,0.60633
40,35,0.60633
41,0,0.60633
41,1,0.60633
41,2,0.60633
41,3,0.60633
41,4,0.60633
41,5,0.60633
41,6,0.60633
41,7,0.60633
41,8,0.60633
41,9,0.60633
41,10,0.60633
41,11,0.60633
41,12,0.60633
41,13,0.60633
41,14,0.60633
41,15,0.60633
41,16,0.60633
41,17,0.60633
41,18,0.60633
41,19,0.60633
41,20,0.60633
41,21,0.60633
41,22,0.60633
41,23,0.60633
41,24,0.60633
41,25,0.60633
41,26,0.60633
41,27,0.60633
41,28,0.60633
41,29,0.60633
41,30,0.60633
41,31,0.60633
41,32,0.60633
41,33,0.60633
41,34,0.60633
41,35,0.60633
42,0,0.60633
42,1,0.60633
42,2,0.60633
42,3,0.60633
42,4,0.60633
42,5,0.60633
42,6,0.60633
42,7,0.60633
42,8,0.60633
42,9,0.60633
42,10,0.60633
42,11,0.60633
42,12,0.60633
42,13,0.60633
42,14,0.60633
42,15,0.60633
42,16,0.60633
42,17,0.60633
42,18,0.60633
42,19,0.60633
42,20,0.60633
42,21,0.60633
42,22,0.60633
42,23,0.60633
42,24,0.60633
42,25,0.60633
42,26,0.60633
42,27,0.60633
42,28,0.60633
42,29,0.60633
42,30,0.60633
42,31,0.60633
42,32,0.60633
42,33,0.60633
42,34,0.60633
42,35,0.60633
43,0,0.60633
43,1,0.60633
43,2,0.60633
43,3,0.60633
